0,52498.40819,44307.15002,14839.69729,41337.90979,43294.35063,3871.664291,29922.85949,50465.57962,14300.25309,19820.71299,48516.99967,23203.7818,10494.79858,41884.01832,34653.27345,1669.615959,31457.68514,47456.03941,15050.22452,20526.18592,45229.34679,22367.54879,9049.974694,39093.9256,35218.6636,5108.595086,28222.29306,43724.6331,15899.19758,15939.62218,41128.6752,27446.45371,4127.404437,32556.41076,42000.13037,13254.91239,19935.18002
52498.40819,0,67784.88799,9785.909011,80233.31181,26781.13216,86802.9668,45873.32018,88296.39493,64075.15742,88324.27866,78351.29611,90824.91525,90955.07295,97505.6653,102684.3904,108578.8417,116168.5735,123812.6927,133537.5222,144394.2455,156163.7311,170596.7315,186236.0205,204877.3362,225924.4051,249794.0476,277893.8735,310062.6858,346682.1067,388751.6801,437940.369,493183.6105,557831.0127,631982.1981,716588.6536,815176.8264,927564.705
44307.15002,67784.88799,0,69035.94947,79391.03225,25741.59954,102314.0792,79493.07356,57882.93002,121310.4631,88125.66245,92994.26252,137578.7961,120705.5368,133426.5107,162260.6388,178677.3691,186834.8025,208665.7296,247847.5272,265133.711,290837.2964,346918.4426,386894.37,423471.0439,493973.8548,569818.8313,629466.8606,721634.6894,837331.8275,945618.8611,1074546.37,1242622.186,1428260.302,1618281.145,1861649.186,2148471.784,2451656.86
14839.69729,9785.909011,69035.94947,0,33479.9892,37146.45273,53463.34936,9423.979377,37292.62936,67234.659,52079.95103,15797.66152,58650.57885,85895.06038,46799.74097,29287.40804,104453.7351,88225.36812,26549.35791,100230.6291,135906.5738,58969.94047,85241.22427,179692.103,121275.9467,68115.21371,216786.3083,229490.8899,96412.56674,232571.3063,362030.8014,212679.9487,243469.227,497216.3498,428236.8709,297848.9626,619629.8912,750501.2904
41337.90979,80233.31181,79391.03225,33479.9892,0,53175.97449,115375.5206,52886.21,67370.92769,85519.62156,41068.42735,13283.02481,96656.07805,118441.0127,91899.49885,44232.34318,87336.48253,144652.8582,145099.3392,113064.9185,120034.6504,178116.364,234064.4455,219022.5495,191287.7652,275071.7734,379779.7429,364823.9245,343641.0459,473665.6753,602453.1746,608235.1284,640466.4805,821238.3474,978102.9809,1043191.88,1170384.5,1409371.39
43294.35063,26781.13216,25741.59954,37146.45273,53175.97449,0,65168.26009,27953.55239,64245.50083,68519.72196,61389.60361,60050.86973,69113.37051,64701.63923,76693.43357,99652.30234,117307.7207,110732.5425,141848.5381,130961.5641,154515.4613,165470.3719,226795.7083,232813.6913,278744.9853,313862.63,342653.3847,360727.6319,476353.4327,511009.5944,595959.2387,668457.4539,812099.8658,849734.4152,1024458.805,1185804.086,1360369.51,1492106.836
3871.664291,86802.9668,102314.0792,53463.34936,115375.5206,65168.26009,0,106661.0418,72910.16861,70480.20303,63190.12543,80829.17581,35495.21084,43933.63569,65874.47261,6214.98526,64212.92939,140230.5501,83403.22536,45113.70342,36885.74348,135228.3,201220.4226,165575.1568,17126.75816,172355.7532,366250.965,286605.1664,79237.46598,229917.1267,528624.3507,401162.5688,112660.2034,421248.2905,865866.1669,648928.891,363437.3052,769143.5816
29922.85949,45873.32018,79493.07356,9423.979377,52886.21,27953.55239,106661.0418,0,57903.43331,71707.12618,41216.1268,46117.77498,37426.01242,79429.48452,60314.97827,21337.49045,57538.62449,122899.7694,149750.3146,56108.48292,5560.17351,112980.775,283925.1424,244798.1083,78478.14185,69629.66539,296662.4355,408328.2176,327675.2831,204630.428,331150.6903,542078.7182,649049.4388,578651.8292,575368.8814,723866.0971,983043.0004,1133910.939
50465.57962,88296.39493,57882.93002,37292.62936,67370.92769,64245.50083,72910.16861,57903.43331,0,13321.07947,63286.21758,90351.81253,62330.72914,46439.75193,14110.61421,54871.95714,86790.03967,128925.8951,87042.49618,94739.68041,56307.4217,88262.44959,196057.574,192695.9208,261342.3679,119548.1227,183011.0781,194384.8928,371589.8167,329917.5145,431186.5027,305296.9895,577891.7055,434312.168,774676.0659,644684.2635,1013261.821,728146.2987
14300.25309,64075.15742,121310.4631,67234.659,85519.62156,68519.72196,70480.20303,71707.12618,13321.07947,0,29166.29848,81756.90943,36443.55728,14949.62056,28672.22593,30896.1397,57097.65813,144602.6541,106496.5201,89301.92331,147618.0169,37231.74978,176367.1822,208341.6714,99932.35162,138769.9974,252265.8734,327884.696,96076.53912,125264.0453,309121.7649,516538.4372,340161.2563,128181.2436,421132.3897,670952.9767,609170.7059,579173.4323
